'file_name', 'runtime_error', 'parse_error', 'recompute_duration', 'layers_qty', 'new_time_total', 'base_time_total', 'raw_time_total', 'new_base_total'
'220461.recompute_res', False, False, 0.281, 124, 10224, 11188, 12326, 9154
'220549.recompute_res', False, False, 21.625, 58, 15746, 27995, 32364, 14234
'220584.recompute_res', False, False, 0.812, 147, 34771, 36766, 38717, 32816
'220585.recompute_res', False, False, 107.016, 541, 302569, 533451, 551851, 287196
'220633.recompute_res', False, False, 0.109, 24, 6088, 6218, 6709, 5674
'22067.recompute_res', False, False, 772.375, 222, 402208, 753594, 800226, 377966
'220717.recompute_res', False, False, 52.969, 13, 36856, 69970, 73206, 35113
'220753.recompute_res', False, False, 5.734, 39, 50393, 70824, 71496, 49742
'22079.recompute_res', False, False, 1.078, 181, 40521, 41516, 44742, 37526
'220874.recompute_res', False, False, 0.078, 49, 5283, 5018, 5666, 4704
'220896.recompute_res', False, False, 2.734, 4, 3625, 6267, 6512, 3403
'22090.recompute_res', False, False, 69.547, 94, 69987, 127610, 132590, 66926
'220935.recompute_res', False, False, 2.859, 336, 49065, 53003, 56531, 46547
'221005.recompute_res', True, False
'221007.recompute_res', False, False, 0.0, 2, 98, 159, 181, 82
'221028.recompute_res', False, False, 0.016, 24, 2435, 2213, 2506, 2213
'221064.recompute_res', False, False, 48.047, 99, 48825, 86564, 94203, 43709
'221093.recompute_res', False, False, 0.547, 399, 206383, 203700, 208482, 203592
'221111.recompute_res', False, False, 14.578, 574, 64053, 106706, 117320, 58659
'221137.recompute_res', False, False, 0.0, 29, 7400, 7358, 7527, 7282
'221142.recompute_res', False, False, 0.141, 7, 1344, 1773, 1913, 1202
'221147.recompute_res', False, False, 104.891, 99, 122030, 234640, 241827, 117657
'221155.recompute_res', False, False, 30.609, 658, 128839, 150776, 159947, 121932
'221171.recompute_res', False, False, 0.078, 64, 20398, 19675, 20738, 19601
'221182.recompute_res', False, False, 5.859, 39, 38112, 69444, 70883, 37134
'221196.recompute_res', False, False, 2.625, 29, 8508, 13467, 14367, 7492
'221392.recompute_res', False, False, 0.047, 149, 31339, 30546, 31735, 30546
'221441.recompute_res', False, False, 0.312, 58, 7860, 14210, 14914, 7413
'221556.recompute_res', False, False, 0.734, 307, 115573, 120355, 123744, 111990
'221682.recompute_res', False, False, 3.828, 149, 46040, 49300, 53251, 41760
'221794.recompute_res', False, False, 0.0, 1, 43, 43, 43, 43
'221871.recompute_res', False, False, 20.844, 124, 30436, 51621, 57020, 26414
'221924.recompute_res', False, False, 1.172, 24, 7176, 10327, 10984, 6479
'221940.recompute_res', False, False, 1.609, 53, 6918, 12439, 13233, 6442
'222.recompute_res', False, False, 1.406, 72, 16946, 18497, 20057, 15500
'22209.recompute_res', False, False, 1.656, 1189, 233722, 224903, 236145, 224842
'222107.recompute_res', False, False, 8.047, 48, 31184, 57147, 58750, 29620
'222164.recompute_res', False, False, 0.0, 7, 1098, 1278, 1332, 1035
'222238.recompute_res', False, False, 31.969, 24, 21528, 39235, 42294, 19688
'222312.recompute_res', False, False, 54.188, 14, 26063, 48640, 51692, 24407
'222328.recompute_res', False, False, 239.406, 199, 134366, 244406, 261476, 122601
'222342.recompute_res', False, False, 26.703, 139, 30832, 50521, 56504, 26228
'222375.recompute_res', False, False, 0.078, 24, 4766, 4910, 5360, 4397
'222377.recompute_res', False, False, 3.312, 107, 56531, 109372, 111001, 55486
'222415.recompute_res', False, False, 151.469, 326, 305646, 574600, 588416, 293783
'222424.recompute_res', False, False, 9.75, 255, 114031, 145844, 150987, 109943
'222452.recompute_res', False, False, 0.297, 49, 7122, 12737, 13357, 6709
'222544.recompute_res', False, False, 80.688, 13, 55953, 105261, 111772, 52759
'22259.recompute_res', False, False, 11.922, 269, 115696, 147120, 154628, 108904
'222596.recompute_res', False, False, 3.031, 24, 4592, 7682, 8964, 3871
'222671.recompute_res', False, False, 3.219, 9, 6741, 11552, 12043, 6293
'22274.recompute_res', False, False, 166.625, 149, 160697, 307681, 316861, 154154
'222784.recompute_res', False, False, 0.125, 164, 25590, 23645, 26749, 23645
'222813.recompute_res', False, False, 0.0, 14, 1698, 1668, 1726, 1668
'222822.recompute_res', False, False, 13.484, 49, 11239, 19676, 22534, 10133
'222898.recompute_res', False, False, 82.203, 13, 50727, 94114, 100589, 47225
'222967.recompute_res', False, False, 0.016, 14, 2577, 2445, 2673, 2414
'22297.recompute_res', False, False, 0.672, 100, 5399, 7899, 8480, 5027
'223013.recompute_res', False, False, 12.453, 42, 16015, 29951, 31560, 15018
'22305.recompute_res', False, False, 33.203, 86, 63607, 119855, 123244, 61071
'223055.recompute_res', False, False, 0.062, 84, 17565, 18097, 18588, 17276
'223059.recompute_res', False, False, 2.094, 78, 46001, 63771, 65194, 44483
'223096.recompute_res', False, False, 0.016, 44, 8650, 8561, 8781, 8561
'223106.recompute_res', False, False, 0.0, 44, 7943, 7854, 8074, 7854
'223160.recompute_res', False, False, 0.016, 99, 8799, 8293, 9049, 8254
'223172.recompute_res', False, False, 52.25, 654, 474705, 687722, 702252, 459189
'223180.recompute_res', False, False, 37.141, 46, 20820, 37375, 42465, 19088
'223181.recompute_res', False, False, 1.391, 11, 11049, 13228, 13661, 10588
'223195.recompute_res', False, False, 0.016, 35, 885, 649, 949, 649
'223233.recompute_res', False, False, 0.016, 49, 16561, 16385, 16782, 16304
'223234.recompute_res', False, False, 11.391, 120, 79111, 132829, 135834, 75926
'223304.recompute_res', False, False, 0.047, 44, 18756, 18949, 19391, 18536
'223394.recompute_res', False, False, 61.406, 259, 54679, 99145, 106635, 50081
'223473.recompute_res', False, False, 20.438, 84, 27955, 52552, 55639, 26334
'22349.recompute_res', False, False, 31.719, 105, 32233, 52744, 58971, 27407
'223493.recompute_res', False, False, 3.031, 24, 7740, 12897, 13987, 6953
'223511.recompute_res', False, False, 0.797, 197, 16758, 29010, 31357, 15186
'223617.recompute_res', False, False, 165.25, 301, 136339, 248623, 266483, 124892
'223619.recompute_res', False, False, 46.266, 104, 38303, 68083, 73745, 34280
'223648.recompute_res', False, False, 16.516, 231, 59372, 82126, 90473, 52918
'223818.recompute_res', False, False, 0.047, 149, 34226, 33481, 34598, 33403
'22388.recompute_res', False, True, '', '', '', '', '', ''
'223890.recompute_res', False, False, 17.219, 23, 19539, 35216, 36004, 18913
'22400.recompute_res', False, False, 0.656, 172, 15613, 16894, 18803, 14315
'224007.recompute_res', False, False, 13.453, 89, 23496, 32420, 36749, 19594
'224043.recompute_res', False, False, 59.766, 124, 88886, 131734, 139472, 83728
'224246.recompute_res', False, False, 41.688, 49, 36641, 65728, 70829, 33540
'224360.recompute_res', False, False, 13.828, 9, 20120, 38744, 39004, 19904
'224400.recompute_res', False, False, 7.922, 236, 34970, 63103, 66489, 32807
'224463.recompute_res', True, False
'224524.recompute_res', False, False, 4.328, 39, 13583, 23762, 25113, 12403
'224601.recompute_res', False, False, 9.047, 4, 5456, 9768, 10932, 4892
'224679.recompute_res', False, True, '', '', '', '', '', ''
'224690.recompute_res', False, False, 1.672, 167, 51442, 65725, 68574, 48459
'224838.recompute_res', False, False, 0.891, 19, 5166, 7434, 7903, 4695
'224876.recompute_res', False, False, 21.766, 89, 24852, 39325, 44907, 20440
'224932.recompute_res', False, False, 8.219, 219, 48367, 58956, 64849, 41218
'22499.recompute_res', False, False, 12.609, 49, 18776, 35810, 37306, 17944
'225045.recompute_res', False, False, 65.047, 49, 35721, 65285, 71037, 32692
'225050.recompute_res', False, False, 6.344, 46, 17959, 26736, 28800, 15872
'22506.recompute_res', False, False, 0.781, 179, 70041, 87536, 89627, 67706
'225108.recompute_res', False, False, 1.047, 8, 2870, 4850, 5127, 2582
'225134.recompute_res', False, False, 665.859, 757, 517200, 961942, 1012235, 484192
'225150.recompute_res', False, False, 390.578, 167, 208275, 379733, 404801, 193932
'225222.recompute_res', False, False, 62.938, 13, 43481, 81731, 87001, 40900
'225245.recompute_res', False, False, 2.766, 31, 16276, 21736, 22768, 15318
'225317.recompute_res', False, False, 0.016, 7, 1312, 1468, 1582, 1205
'225396.recompute_res', False, False, 1.219, 89, 11716, 15442, 18317, 9398
'225406.recompute_res', False, False, 6.25, 50, 11978, 19702, 21858, 10407
'225407.recompute_res', False, False, 7.578, 53, 9825, 17783, 19043, 9127
'225438.recompute_res', False, False, 400.125, 167, 212914, 388308, 414044, 198254
'225457.recompute_res', False, False, 38.812, 563, 137639, 228256, 239178, 130052
'225468.recompute_res', False, False, 1.984, 24, 6826, 11988, 12948, 6186
'225483.recompute_res', False, False, 2.906, 9, 6186, 10664, 11144, 5870
'22550.recompute_res', False, False, 46.344, 498, 337417, 611227, 623339, 324517
'225521.recompute_res', True, False
'225651.recompute_res', False, False, 0.078, 149, 16781, 15338, 17097, 15318
'225672.recompute_res', False, False, 0.375, 64, 7444, 7498, 8316, 6796
'225678.recompute_res', False, False, 80.016, 369, 220550, 376000, 388449, 209039
'225704.recompute_res', False, False, 0.031, 311, 11159, 11000, 11564, 10993
'225748.recompute_res', True, False
'225756.recompute_res', False, False, 3.297, 29, 8763, 13688, 14734, 7674
'225812.recompute_res', False, False, 0.0, 3, 154, 154, 218, 130
'225849.recompute_res', False, False, 0.188, 17, 6670, 7455, 7841, 6292
'225856.recompute_res', False, False, 0.016, 44, 21145, 21053, 21402, 20926
'225857.recompute_res', False, False, 3.375, 499, 344377, 378048, 381953, 342263
'225866.recompute_res', False, True, '', '', '', '', '', ''
'225899.recompute_res', False, False, 26.0, 49, 16695, 28727, 34702, 14687
'225919.recompute_res', True, False
'225935.recompute_res', False, False, 10.516, 99, 44907, 81896, 84851, 41859
'225953.recompute_res', False, False, 0.109, 9, 1828, 2855, 2957, 1686
'226024.recompute_res', False, False, 1.531, 124, 16899, 23545, 26051, 14472
'226051.recompute_res', False, False, 0.016, 94, 12207, 12020, 12486, 12020
'226137.recompute_res', False, False, 0.031, 104, 28803, 28107, 29132, 28085
'226148.recompute_res', False, False, 0.0, 27, 4069, 4003, 4166, 3987
'226194.recompute_res', False, False, 249.281, 542, 526372, 940380, 960266, 508915
'226281.recompute_res', False, False, 6.594, 55, 7063, 12177, 13848, 6381
'226304.recompute_res', False, False, 102.141, 144, 62193, 110129, 125051, 55398
'226349.recompute_res', True, False
'226360.recompute_res', False, False, 279.844, 299, 223873, 421050, 438126, 211253
'226414.recompute_res', False, False, 576.25, 231, 484570, 937655, 958915, 470383
'22644.recompute_res', False, False, 54.203, 340, 294762, 554871, 563641, 285998
'226464.recompute_res', False, False, 5.031, 66, 23908, 44466, 45706, 23031
'226475.recompute_res', False, False, 0.094, 212, 6785, 6177, 7601, 5801
'226476.recompute_res', False, False, 18.438, 58, 14420, 25910, 29097, 13191
'226604.recompute_res', False, False, 23.688, 109, 41066, 78369, 80782, 39515
'226623.recompute_res', False, False, 2.516, 24, 17730, 29001, 29782, 16955
'22666.recompute_res', False, False, 0.156, 79, 7104, 8073, 8686, 6486
'226707.recompute_res', True, False
'226727.recompute_res', False, False, 0.031, 24, 5207, 4879, 5278, 4879
'226728.recompute_res', False, False, 0.016, 34, 10001, 9994, 10197, 9896
'226763.recompute_res', False, False, 1.734, 49, 7585, 13471, 14293, 7034
'226777.recompute_res', False, False, 0.016, 49, 3743, 3843, 4161, 3626
'226840.recompute_res', False, False, 29.719, 135, 36756, 67017, 72204, 33890
'226864.recompute_res', False, False, 0.0, 29, 9145, 9093, 9355, 8966
'22690.recompute_res', False, False, 34.203, 526, 182741, 237157, 251113, 168393
'227109.recompute_res', False, False, 8.828, 44, 13414, 21866, 24206, 11566
'227121.recompute_res', False, False, 0.578, 49, 11915, 14621, 15456, 10771
'227193.recompute_res', False, False, 1.484, 53, 7478, 13015, 13818, 6970
'227217.recompute_res', False, False, 6.672, 53, 7901, 14064, 15391, 7253
'227230.recompute_res', False, False, 0.562, 19, 5958, 7058, 7626, 5480
'227280.recompute_res', False, True, '', '', '', '', '', ''
'227313.recompute_res', False, False, 26.562, 107, 28452, 48446, 54045, 25084
'227392.recompute_res', False, False, 3.75, 51, 10504, 18942, 19845, 9939
'227405.recompute_res', False, False, 27.438, 25, 29186, 46881, 49430, 26696
'227417.recompute_res', False, False, 17.953, 46, 9656, 15664, 19478, 8237
'227471.recompute_res', False, False, 0.016, 9, 663, 578, 701, 578
'227483.recompute_res', False, False, 4.594, 167, 54462, 57397, 61564, 49943
'227498.recompute_res', False, False, 0.0, 19, 99, 89, 118, 89
'227505.recompute_res', False, False, 1.516, 26, 12707, 15793, 16601, 11889
'227518.recompute_res', False, False, 16.453, 804, 171484, 199689, 209553, 163513
'227527.recompute_res', False, False, 31.344, 19, 37268, 66714, 69346, 35205
'227556.recompute_res', False, False, 8.406, 55, 7936, 13907, 15539, 7249
'227583.recompute_res', False, False, 26.375, 49, 16878, 29829, 33990, 15214
'227611.recompute_res', False, False, 1.969, 78, 51583, 57357, 58071, 51202
'227624.recompute_res', False, False, 0.062, 91, 12232, 11693, 12577, 11542
'227644.recompute_res', False, False, 0.031, 29, 8256, 7912, 8408, 7849
'227723.recompute_res', False, False, 6.656, 50, 13113, 21554, 23831, 11385
'227804.recompute_res', True, False
'22785.recompute_res', False, False, 0.203, 9, 7460, 8135, 8392, 7199
'227870.recompute_res', False, False, 8.844, 159, 32780, 50898, 54159, 29861
'227933.recompute_res', False, False, 0.5, 32, 8997, 11110, 11752, 8327
'228064.recompute_res', False, True, '', '', '', '', '', ''
'228079.recompute_res', False, False, 9.688, 55, 13942, 24740, 26151, 13098
'228107.recompute_res', False, False, 0.016, 74, 22880, 22587, 23178, 22509
'228112.recompute_res', False, False, 10.672, 122, 45747, 84120, 87915, 43041
'228225.recompute_res', False, False, 0.797, 39, 5899, 6563, 8139, 4906
'228248.recompute_res', True, False
'228329.recompute_res', False, False, 37.219, 124, 58911, 106121, 112229, 54016
'228403.recompute_res', False, False, 2.281, 386, 60149, 74957, 79384, 56187
'228411.recompute_res', False, False, 1.172, 24, 7514, 10372, 11129, 6919
'228445.recompute_res', False, False, 13.594, 64, 35632, 58021, 60334, 33580
'228461.recompute_res', False, False, 2.766, 50, 10177, 15978, 17537, 8775
'228468.recompute_res', False, False, 0.328, 107, 21140, 22349, 24102, 19693
'228562.recompute_res', False, False, 12.625, 39, 10841, 17759, 20944, 8969
'228569.recompute_res', False, False, 8.219, 39, 10587, 17781, 20311, 9082
'228589.recompute_res', False, False, 0.031, 49, 9290, 8752, 9436, 8752
'228601.recompute_res', False, False, 3.859, 14, 6862, 10184, 10985, 6087
'228758.recompute_res', False, False, 1.953, 9, 2627, 4204, 4628, 2287
'228760.recompute_res', False, False, 295.312, 99, 203066, 388373, 402836, 194285
'228798.recompute_res', False, False, 10.531, 12, 12408, 23381, 24585, 11814
'22884.recompute_res', False, False, 0.016, 44, 6250, 5963, 6366, 5963
'228841.recompute_res', False, False, 2.422, 94, 20195, 33080, 35339, 18225
'228949.recompute_res', False, False, 0.0, 2, 37, 37, 38, 37
'22897.recompute_res', True, False
'229012.recompute_res', False, False, 18.172, 46, 11006, 19324, 21858, 10056
'229017.recompute_res', False, False, 31.312, 49, 18039, 32338, 36386, 16454
'229225.recompute_res', False, False, 2.938, 59, 4882, 8517, 9616, 4327
'229328.recompute_res', False, False, 0.047, 49, 6831, 6203, 7019, 6194
'229352.recompute_res', False, False, 23.531, 49, 20288, 35397, 39952, 17838
'229391.recompute_res', False, False, 0.422, 389, 24857, 24476, 27921, 22312
'229396.recompute_res', False, False, 0.25, 47, 10821, 12074, 12684, 10086
'229439.recompute_res', False, False, 7.359, 53, 10255, 18659, 19827, 9565
'229441.recompute_res', False, False, 1.812, 119, 65754, 68417, 70881, 63494
'229474.recompute_res', False, False, 0.062, 133, 27601, 26640, 27982, 26640
'229505.recompute_res', False, False, 3.734, 129, 23345, 30306, 34784, 19762
'229513.recompute_res', False, False, 70.703, 49, 39441, 71953, 78153, 36099
'229527.recompute_res', False, False, 1.406, 49, 13907, 16625, 17878, 12713
'229531.recompute_res', False, False, 0.516, 46, 4508, 7653, 8221, 4212
'229587.recompute_res', False, False, 0.094, 14, 4222, 4383, 4608, 3965
'22965.recompute_res', False, False, 8.016, 34, 19871, 31292, 32589, 18659
'229651.recompute_res', False, False, 4.391, 46, 5738, 9621, 10863, 5199
'229786.recompute_res', False, False, 65.781, 13, 40765, 74191, 80774, 37428
'229815.recompute_res', False, False, 0.109, 105, 30145, 28721, 30458, 28721
'229937.recompute_res', False, False, 15.031, 882, 105489, 146565, 164740, 84489
'229975.recompute_res', False, False, 0.109, 174, 33308, 34862, 36064, 32602
'23006.recompute_res', False, False, 0.0, 6, 157, 153, 162, 153
'230089.recompute_res', False, False, 24.906, 927, 352213, 514136, 529645, 334301
'230090.recompute_res', False, False, 0.75, 133, 15009, 17394, 19722, 13082
'230209.recompute_res', False, False, 99.609, 99, 79309, 147430, 155295, 73956
'230229.recompute_res', False, False, 0.766, 334, 108405, 112194, 115964, 105056
'230359.recompute_res', False, False, 17.594, 249, 49597, 87283, 92031, 46474
'230409.recompute_res', False, False, 0.406, 89, 22430, 23109, 24611, 20886
'230503.recompute_res', False, False, 0.375, 39, 7567, 7548, 8302, 6811
'230534.recompute_res', False, False, 0.328, 107, 21323, 22532, 24301, 19876
'230560.recompute_res', False, False, 4.0, 53, 7891, 14125, 15135, 7304
